Year,Month,Station_Code,Station_Name,Latitude,Longitude,LST
2022,5,889,현충원,37.50036,126.97652,33.39789343416811
2017,10,400,강남,37.4982,127.08162,20.990968601030545
2017,10,401,서초,37.48462,127.02601,21.068955113027698
2017,10,402,강동,37.55556,127.14498,14.717627017427844
2017,10,403,송파,37.51151,127.0967,22.354538151920508
2017,10,404,강서,37.5739,126.82953,22.0793224245985
2017,10,405,양천,37.52823,126.87937,23.764207273975217
2017,10,406,도봉,37.66557,127.03042,19.76723355099
2017,10,407,노원,37.62186,127.09192,21.952347433481407
2017,10,408,동대문,37.58463,127.06036,20.728183082149712
2017,10,409,중랑,37.58551,127.08682,22.55826107219059
2017,10,410,기상청,37.4933,126.91746,20.345603279387205
2017,10,411,마포,37.55165,126.92915,19.6653515176086
2017,10,412,서대문,37.57047,126.94078,18.231315130455584
2017,10,413,광진,37.53344,127.08601,20.577773179163387
2017,10,414,성북,37.61134,126.99981,21.06959975515508
2017,10,415,용산,37.51955,126.97629,21.209157428397873
2017,10,416,은평,37.64647,126.94273,19.171351035178418
2017,10,417,금천,37.46551,126.90016,21.871167528221747
2017,10,418,한강,37.52489,126.93904,21.13298320703285
2017,10,419,중구,37.55236,126.98736,16.958711130931988
2017,10,421,성동,37.54721,127.03885,20.84531870166046
2017,10,422,북악산,37.60344,126.98437,18.30899389500047
2017,10,423,구로,37.49328,126.82629,23.233751660775397
2017,10,424,강북,37.63801,127.00981,19.626668078850685
2017,10,425,남현,37.46347,126.98154,20.583327251134108
2017,10,509,관악,37.45284,126.95015,18.199641000084796
2017,10,510,영등포,37.52706,126.90705,21.675450544515343
2017,10,889,현충원,37.50036,126.97652,19.977942643645463
2019,11,400,강남,37.4982,127.08162,16.483478699629302
2019,11,401,서초,37.48462,127.02601,15.572155570846576
2019,11,402,강동,37.55556,127.14498,8.543109255470767
2019,11,403,송파,37.51151,127.0967,17.197038401404825
2019,11,404,강서,37.5739,126.82953,17.35423074764867
2019,11,405,양천,37.52823,126.87937,17.57745276874647
2019,11,406,도봉,37.66557,127.03042,13.034757439222346
2019,11,407,노원,37.62186,127.09192,15.697329165869348
2019,11,408,동대문,37.58463,127.06036,14.576872630791058
2019,11,409,중랑,37.58551,127.08682,15.485695850425031
2019,11,410,기상청,37.4933,126.91746,14.190702958788734
2019,11,411,마포,37.55165,126.92915,13.507664030974581
2019,11,412,서대문,37.57047,126.94078,12.022488044133752
2019,11,413,광진,37.53344,127.08601,14.973171084828948
2019,11,414,성북,37.61134,126.99981,15.447845386346728
2019,11,415,용산,37.51955,126.97629,14.799275661601087
2019,11,416,은평,37.64647,126.94273,12.70816388267383
2019,11,417,금천,37.46551,126.90016,15.900331814669187
2019,11,418,한강,37.52489,126.93904,16.295303446753053
2019,11,419,중구,37.55236,126.98736,10.16993743129683
2019,11,421,성동,37.54721,127.03885,14.21193421769891
2019,11,422,북악산,37.60344,126.98437,11.435941925634893
2019,11,423,구로,37.49328,126.82629,17.816147831869273
2019,11,424,강북,37.63801,127.00981,13.209215267276875
2019,11,425,남현,37.46347,126.98154,14.750472986097805
2019,11,509,관악,37.45284,126.95015,12.603683922019286
2019,11,510,영등포,37.52706,126.90705,15.747273631964447
2019,11,889,현충원,37.50036,126.97652,14.468400738441176
2020,3,400,강남,37.4982,127.08162,14.113708072847885
2020,3,401,서초,37.48462,127.02601,14.465217710600257
2020,3,402,강동,37.55556,127.14498,17.357609890974516
2020,3,403,송파,37.51151,127.0967,17.185638103279018
2020,3,404,강서,37.5739,126.82953,15.47059210607057
2020,3,405,양천,37.52823,126.87937,17.058844105905052
2020,3,406,도봉,37.66557,127.03042,12.800487629984843
2020,3,407,노원,37.62186,127.09192,14.502957132085044
2020,3,408,동대문,37.58463,127.06036,12.83197139894537
2020,3,409,중랑,37.58551,127.08682,13.742167255673507
2020,3,410,기상청,37.4933,126.91746,12.920811140092042
2020,3,411,마포,37.55165,126.92915,11.800511513454126
2020,3,412,서대문,37.57047,126.94078,10.0649676549545
2020,3,413,광진,37.53344,127.08601,12.959228667174955
2020,3,414,성북,37.61134,126.99981,13.737903214742687
2020,3,415,용산,37.51955,126.97629,14.281432393717239
2020,3,416,은평,37.64647,126.94273,11.312062921902736
2020,3,417,금천,37.46551,126.90016,14.218038515377032
2020,3,418,한강,37.52489,126.93904,13.139316611679703
2020,3,419,중구,37.55236,126.98736,7.486757462918945
2020,3,421,성동,37.54721,127.03885,12.657413051423362
2020,3,422,북악산,37.60344,126.98437,9.04656968861616
2020,3,423,구로,37.49328,126.82629,17.35616890140858
2020,3,424,강북,37.63801,127.00981,12.194581324753415
2020,3,425,남현,37.46347,126.98154,13.686050390059222
2020,3,509,관악,37.45284,126.95015,9.911487286562647
2020,3,510,영등포,37.52706,126.90705,14.924293241379132
2020,3,889,현충원,37.50036,126.97652,13.53203107749431
2022,1,400,강남,37.4982,127.08162,4.165326340714728
2022,1,401,서초,37.48462,127.02601,2.649733676895437
2022,1,402,강동,37.55556,127.14498,1.8933491175645827
2022,1,403,송파,37.51151,127.0967,2.331907102082141
2022,1,404,강서,37.5739,126.82953,3.4291897606833572
2022,1,405,양천,37.52823,126.87937,3.6808497730438035
2022,1,406,도봉,37.66557,127.03042,0.5337134119457687
2022,1,407,노원,37.62186,127.09192,2.5149784207872017
2022,1,408,동대문,37.58463,127.06036,1.8997502656387724
2022,1,409,중랑,37.58551,127.08682,2.5655037227077173
2022,1,410,기상청,37.4933,126.91746,1.6436129812661306
2022,1,411,마포,37.55165,126.92915,-0.42188753869208995
2022,1,412,서대문,37.57047,126.94078,-1.047223214774192
2022,1,413,광진,37.53344,127.08601,1.834633316634438
2022,1,414,성북,37.61134,126.99981,2.2693567955350886
2022,1,415,용산,37.51955,126.97629,0.8967209266206169
2022,1,416,은평,37.64647,126.94273,0.638267680097897
2022,1,417,금천,37.46551,126.90016,1.8323351100735294
