Station_Code,Year,Month,AirTemp
423,2024,10,20.6
423,2024,12,4.0
424,2024,1,-4.1
424,2024,4,18.0
424,2024,5,22.4
424,2024,6,26.2
424,2024,8,32.4
424,2024,10,19.7
424,2024,12,4.1
425,2024,1,-2.6
425,2024,4,14.3
425,2024,5,21.7
425,2024,6,26.2
425,2024,8,31.2
425,2024,10,19.8
425,2024,12,3.9
509,2024,1,-3.9
509,2024,4,15.2
509,2024,5,20.4
509,2024,6,24.7
509,2024,8,31.9
509,2024,10,17.8
509,2024,12,3.2
510,2024,1,-2.6
510,2024,4,17.8
510,2024,5,22.6
510,2024,6,25.8
510,2024,8,33.7
510,2024,10,20.6
510,2024,12,3.9
889,2024,1,-2.2
889,2024,4,16.9
889,2024,5,22.4
889,2024,6,25.4
889,2024,8,33.8
889,2024,10,21.1
889,2024,12,4.8
